movie;year;gross;director_likes;actor_likes;cast_likes;social_media;facenumber;imdb;budget
Wonderland;2003;1056102;10;1244;1315;2;0;6.6;5000000
Peaceful Warrior;2006;1055654;108;1470;2673;3;1;7.3;10000000
Chuck & Buck;2000;1050600;44;1241;1378;2;0;6.6;250000
Undiscovered;2005;1046166;0;1526;1835;3;4;4.2;9000000
Velvet Goldmine;1998;1043487;162;24053;24102;9;3;7;
Bottle Rocket;1996;1040879;0;548;648;1;0;7.1;7000000
Casino Jack;2010;1039869;60;18490;18739;8;5;6.2;15000000
A Home at the End of the World;2004;1029017;15;19860;21107;9;2;6.8;6500000
Buried;2010;1028658;89;16780;17471;8;0;7;3000000
The Business of Strangers;2001;1028337;5;1353;1407;2;2;6.4;
The Children of Huang Shi;2008;1027749;55;1003;1003;2;4;7.1;40000000
Urbania;2000;1027119;0;532;964;1;1;7;225000
Attack the Block;2011;1024175;115;1609;2011;3;6;6.6;13000000
Owning Mahowny;2003;1011054;23;23125;23513;9;1;7.2;10000000
Hard Candy;2005;1007962;171;117;117;1;0;7.1;950000
Damsels in Distress;2011;1007535;89;1760;2452;4;5;5.7;
Ruby in Paradise;1993;1001437;9;388;423;1;1;7.2;800000
Caravans;1978;1000000;109;16793;17250;8;0;6.5;14000000
March or Die;1977;1000000;6;2088;2209;4;1;6.3;9000000
My Summer of Love;2004;992238;84;760;763;1;0;6.8;1700000
Twin Falls Idaho;1999;985341;35;1967;3166;4;0;7.3;500000
Slam;1998;982214;12;289;295;1;0;7.2;1000000
Thr3e;2006;978908;9;2046;2306;4;0;5.1;2400000
Meek's Cutoff;2010;977600;129;2840;3427;5;1;6.5;
The Beaver;2011;958319;0;34462;34705;10;0;6.7;21000000
Diary of the Dead;2007;952620;0;1290;1797;2;0;5.7;2000000
Sholem Aleichem: Laughing in the Darkness;2011;906666;0;627;660;1;1;6.8;500000
American Desi;2001;902835;0;390;454;1;2;6.7;250000
The Brothers Solomon;2007;900926;0;2387;3307;5;2;5.3;10000000
Princess Kaiulani;2009;883887;3;1420;1426;2;3;6.2;9000000
The Yards;2000;882710;115;10977;11433;7;2;6.4;24000000
The Blood of Heroes;1989;882290;73;1517;1526;3;2;6.5;10000000
The Hunting Party;2007;876671;47;504;504;1;2;6.9;25000000
Control;2007;871577;210;1947;2614;4;1;7.7;4500000
Where the Truth Lies;2005;871527;460;15490;16090;8;2;6.5;25000000
Beastmaster 2: Through the Portal of Time;1991;869325;0;1519;2000;3;2;3.8;6000000
My Blueberry Nights;2007;866778;0;20349;20364;9;3;6.7;10000000
Mirrormask;2005;864959;21;872;1215;2;0;6.9;4000000
Duma;2005;860002;19;1541;1579;3;0;7.3;12000000
Wendy and Lucy;2008;856942;129;445;460;1;1;7.1;200000
Higher Ground;2011;841206;0;1210;1439;2;0;6.3;
Illuminata;1998;836641;0;1493;1585;2;0;6.2;
Atlas Shrugged: Who Is John Galt?;2014;830210;0;1374;3382;4;0;4.4;5000000
D�j� Vu;1997;821997;69;1562;1753;3;0;7;
Latter Days;2003;819939;6;24335;26017;9;2;7.2;850000
Felicia's Journey;1999;819852;460;5274;5426;6;0;7;
Sphinx;1981;800000;76;1639;2079;3;0;5.2;14000000
The Barbarians;1987;800000;101;1621;1700;3;0;4.8;4000000
Brigham City;2001;798341;13;1063;1107;2;0;7.2;1000000
Saint Ralph;2004;795126;12;801;955;1;1;7.6;6000000
Darling Companion;2012;793352;759;2617;3878;5;1;5.1;
The Toxic Avenger Part II;1989;792966;6;84;99;1;2;5.1;2300000
Only God Forgives;2013;778565;0;34428;34779;10;1;5.7;4800000
Without Limits;1998;777423;162;3623;4351;6;0;7.2;25000000
Bloody Sunday;2002;768045;521;942;976;2;0;7.7;2000000
The Ten;2007;766487;136;4682;4883;6;4;5;5250000
The Statement;2003;763044;278;1997;3286;5;4;6.2;23000000
Coriolanus;2011;756452;0;18582;18652;8;0;6.2;
Palo Alto;2013;750100;71;11878;12234;7;0;6.3;
Donnie Darko;2001;727883;219;16634;17040;8;1;8.1;4500000
On the Road;2012;717753;179;31000;33747;10;4;6.1;25000000
The Ballad of Jack and Rose;2005;712294;58;859;859;1;1;6.7;1500000
Hobo with a Shotgun;2011;703002;59;1122;1249;2;4;6.1;3000000
Trees Lounge;1996;695229;12000;13316;14420;9;1;7.2;1300000
The Caveman's Valentine;2001;687081;148;1447;1767;3;0;6;
The Secret of Kells;2009;686383;45;70;75;1;0;7.7;6500000
The Salton Sea;2002;676698;154;2359;4094;5;0;7.2;18000000
Imagine Me & You;2005;671240;21;417;619;1;0;6.9;7900000
The Princess and the Cobbler;1993;669276;18;898;1088;2;0;7.2;28000000
The Polar Express;2004;665426;0;15993;16264;8;0;6.6;165000000
Inside Deep Throat;2005;653621;13;925;1136;2;0;6.8;2000000
Alex Rider: Operation Stormbreaker;2006;652526;13;15633;15638;8;3;5.1;40000000
The Greatest Movie Ever Sold;2011;638476;293;30808;32405;10;1;6.6;1500000
Ride with the Devil;1999;630779;0;5;5;1;0;6.8;35000000
Texas Rangers;2001;623374;49;1996;2120;3;2;5.2;38000000
Agora;2009;617840;448;1399;1829;3;2;7.2;70000000
Trekkies;1997;617172;3;1762;2864;4;1;7;375000
The Basket;1999;609042;7;3331;3475;5;2;6.5;1300000
Mean Creek;2004;603943;9;1939;2655;4;0;7.3;500000
Swept Away;2002;598645;0;1820;2006;3;0;3.6;10000000
Blue Like Jazz;2012;594904;14;1604;1805;3;0;6;1200000
Tarnation;2003;592014;20;78;78;1;3;7.2;218
Orgazmo;1997;582024;406;803;904;2;0;6.2;1000000
War Inc.;2008;578527;0;869;988;2;3;5.7;10000000
All Good Things;2010;578382;46;37902;39515;10;2;6.3;
Down in the Valley;2005;568695;12;3554;3921;6;2;6.5;8000000
Dancer Texas Pop. 81;1998;565592;23;1907;2580;4;0;6.8;
Poolhall Junkies;2002;562059;60;2088;3130;4;4;7;4000000
The Lost Medallion: The Adventures of Billy Stone;2013;549632;19;1472;2522;3;;4.8;
Ondine;2009;548934;277;1461;1554;3;2;6.8;12000000
All the Real Girls;2003;548712;234;12015;12385;7;0;6.9;2500000
Romance & Cigarettes;2005;540085;0;26776;28004;9;0;6.3;
Machine Gun Preacher;2011;537580;395;19313;19620;9;1;6.8;30000000
20 Dates;1998;536767;0;1337;1362;2;0;5.3;60000
The Virginity Hit;2010;535249;10;446;768;1;0;4.6;3400000
Masked and Anonymous;2003;533344;119;13688;15396;8;0;5.5;
Freeheld;2015;532988;6;8935;9660;7;0;6.5;7000000
Prefontaine;1997;532190;23;1473;1610;3;2;6.8;8000000
Standing Ovation;2010;531806;12;46;72;1;9;3.4;
By the Sea;2015;531009;11000;22188;22319;9;0;5.3;10000000
Things to Do in Denver When You're Dead;1995;529766;39;13612;14889;8;2;6.8;7000000
Dom Hemingway;2013;518134;47;1091;1105;2;2;6.2;
A Hard Day's Night;1964;515005;44;2214;2538;4;1;7.7;560000
Delgo;2008;511920;0;1928;2449;4;1;4.4;40000000
Bully;2001;510092;184;1929;3293;5;0;7;
Madison;2001;508867;4;1988;3583;5;0;6.5;
Cube;1997;489220;165;1653;1743;3;0;7.3;365000
DOA: Dead or Alive;2006;480314;23;2390;4473;5;4;4.8;21000000
Beer League;2006;475000;3;1709;2753;4;2;6;2800000
Weekend;2011;469947;131;649;654;1;0;7.7;120000
Submarine;2010;466702;0;2194;3275;5;1;7.3;
Dream with the Fishes;1997;464655;4;1306;1692;2;0;7;1000000
Blue Car;2002;464126;22;1313;1641;2;0;6.7;1000000
The Last Shot;2004;463730;23;3490;5240;6;10;5.7;
The Extra Man;2010;453079;30;1158;2029;3;4;5.9;7000000
The Damned United;2009;449558;0;1081;1163;2;2;7.6;10000000
Brother;2000;447750;0;1953;2126;3;0;7.2;10000000
Clockwatchers;1997;444354;11;1633;3011;4;4;6.4;
Brotherly Love;2015;444044;47;1819;4249;5;6;7.2;1900000
The Hammer;2007;442638;0;707;897;1;1;7.3;850000
Idiocracy;2006;438653;406;1316;1490;3;0;6.6;
Savage Grace;2007;434417;4;14577;15093;8;1;5.9;4600000
Luminarias;2000;428535;0;1737;2289;3;1;3.6;1000000
I Want Your Money;2010;425899;4;136;168;1;0;5.1;400000
Primer;2004;424760;291;344;368;1;0;7;7000
Killing Zoe;1993;418953;675;1490;1582;3;0;6.5;1500000
Bachelorette;2012;418268;21;7416;8353;7;3;5.3;3000000
Spun;2002;410241;68;1827;2110;3;0;6.8;2000000
The Believer;2001;406035;21;33319;33441;10;0;7.2;1500000
Sound of My Voice;2011;405614;129;339;511;1;0;6.7;
The Claim;2000;403932;187;15787;17104;8;4;6.5;20000000
The Claim;2000;403932;187;15787;17104;8;4;6.5;20000000
Snow Angels;2007;402820;234;1919;2747;4;0;6.9;
Jindabyne;2006;399879;10;291;378;1;2;6.4;15000000
The Loss of Sexual Innocence;1999;399793;81;3498;4343;6;0;5.4;4000000
The 5th Quarter;2010;399611;11;1612;2370;3;2;5.7;6000000
Brooklyn Rules;2007;398420;30;946;1234;2;3;6.4;8000000
Yes;2004;396035;87;2112;2721;4;0;6.9;1000000
My Life Without Me;2003;395592;148;2019;2972;4;1;7.6;2000000
Tiny Furniture;2010;389804;969;1931;2530;5;0;6.3;65000
Hesher;2010;382946;58;43973;44969;10;0;7.1;7000000
Short Cut to Nirvana: Kumbh Mela;2004;381225;0;66;66;1;0;7.2;200000
The Quiet;2005;381186;91;2437;3299;5;0;6.4;900000
The Last Sin Eater;2007;379643;84;1561;2161;3;0;5.9;2200000
Conversations with Other Women;2005;379122;3;11097;12496;7;0;7.1;450000
The Game of Their Lives;2005;375474;25;19130;20354;9;0;6.2;20000000
Session 9;2001;373967;122;441;469;1;0;6.5;1500000
Fish Tank;2009;373060;121;13428;13636;7;0;7.3;
Joe;2013;371897;234;13221;13607;7;2;6.9;4000000
House of D;2004;371081;0;50902;51441;10;2;7;6000000
The Brown Bunny;2003;365734;787;883;883;2;0;5;10000000
Prison;1987;354704;212;10828;11083;7;0;5.9;1300000
Buffalo Soldiers;2001;353743;34;2492;3578;5;1;6.9;15000000
Copying Beethoven;2006;352786;238;117;150;1;0;6.8;11000000
Two Evil Eyes;1990;349618;930;2017;2942;5;1;6.1;9000000
Teeth;2007;347578;53;1011;1511;2;1;5.4;
Drinking Buddies;2013;342936;217;20243;20480;9;5;6.1;
Enter the Void;2009;336467;929;893;943;2;0;7.3;13000000
The Singing Detective;2003;336456;200;40000;41645;10;2;5.6;8000000
I Origins;2014;334658;135;7082;7098;7;0;7.3;
Hurricane Streets;1997;334041;204;1662;2322;3;3;6.5;500000
Welcome to Collinwood;2002;333976;94;1373;1373;2;0;6.4;12000000
Marilyn Hotchkiss' Ballroom Dancing and Charm School;1990;333658;19;1821;1967;3;0;7.1;34000
This Is England;2006;327919;222;2486;3282;5;0;7.7;1500000
Albino Alligator;1996;326308;18000;11977;13718;9;3;6.1;5000000
City of Ghosts;2002;325491;0;226;245;1;0;6;17500000
Super;2010;322157;571;3343;4590;6;0;6.8;2500000
The Last Waltz;1978;321952;17000;1773;2783;7;0;8.2;
Compliance;2012;318622;25;1096;1734;2;0;6.4;270000
Adore;2013;317125;105;24748;25269;9;0;6.2;16000000
The Yellow Handkerchief;2008;317040;4;30882;30978;10;1;6.8;15500000
Good Kill;2014;316842;487;2052;2099;4;0;6.4;
Chairman of the Board;1998;306715;43;2399;5213;6;1;2.3;10000000
Rapa Nui;1994;305070;58;1556;1592;3;1;6.4;20000000
Four Lions;2010;304137;69;885;1269;2;0;7.3;
The Life Before Her Eyes;2007;303439;26;1621;2073;3;2;6.4;8000000
Shooting Fish;1997;302204;13;832;975;1;3;6.6;3000000
Fido;2006;298110;8;763;786;1;1;6.8;8000000
Party Monster;2003;296665;13;4571;5185;6;1;6.3;5000000
Never Again;2001;295468;71;23658;24382;9;1;6;500000
Antarctica: A Year on Ice;2013;287761;9;86;86;1;1;7.6;1000000
The Battle of Shaker Heights;2003;279282;2;1983;2489;4;2;6.1;1000000
Life During Wartime;2009;278821;377;2731;5041;6;1;6.5;
Smiling Fish & Goat on Fire;1999;277233;4;20580;20814;9;5;7.6;40000
Taxi to the Dark Side;2007;274661;141;289;313;1;0;7.7;1000000
Amen.;2002;274299;333;990;1429;2;2;7.3;103000000
Southland Tales;2006;273420;219;2091;2340;4;6;5.5;17000000
Morvern Callar;2002;267194;159;788;841;1;0;6.7;
Psycho Beach Party;2000;265107;0;1928;2282;3;1;6.3;1500000
The Tempest;2010;263365;278;3783;3785;6;2;5.4;20000000
Blue Ruin;2013;258113;57;1327;1528;2;0;7.1;1066167
Old Joy;2006;255352;129;122;132;1;2;6.7;300000
Sex with Strangers;2002;247740;0;0;0;1;0;4.7;
My Dog Tulip;2009;246574;3;1347;1370;2;0;6.9;
The Legend of God's Gun;2007;243768;6;66;72;1;0;4.1;30000
Civil Brand;2002;243347;21;1551;2555;3;3;5.3;500000
George Washington;2000;241816;234;628;642;1;0;7.5;42000
Driving Lessons;2006;238774;16;11459;11703;7;0;6.8;
Monsters;2010;237301;380;1053;1118;2;0;6.4;500000
Gerry;2002;236266;835;13000;13000;7;0;6.2;3500000
Wah-Wah;2005;233103;554;2244;2544;4;3;6.9;7000000
One Man's Hero;1999;229311;0;1785;2705;4;2;6.2;11350000
Slow West;2015;229094;85;14632;14696;8;2;6.9;
Standard Operating Procedure;2008;228830;239;6;6;1;0;7.5;
Imaginary Heroes;2004;228524;24;638;768;1;2;7.3;4000000
Guiana 1838;2004;227241;0;15;15;1;0;7.4;
High Heels and Low Lifes;2001;226792;302;2119;3049;5;2;6.2;10000000
Tucker and Dale vs Evil;2010;223615;27;2167;2958;4;1;7.6;
World's Greatest Dad;2009;221210;800;49974;50542;10;1;6.9;
Fur: An Imaginary Portrait of Diane Arbus;2006;220914;30;24260;25173;9;2;6.5;16800000
Ira & Abby;2006;220234;0;2237;3574;5;3;6.5;3500000
Call + Response;2008;215185;0;251;279;1;3;7.5;200000
The Killer Inside Me;2010;214966;187;1489;1813;3;0;6.1;13000000
Trade;2007;214202;7;1296;1952;3;0;7.5;12000000
Love and Other Catastrophes;1996;212285;0;1628;1661;3;1;6.4;250000
I Married a Strange Person!;1997;203134;45;7;7;1;0;7;250000
Tim and Eric's Billion Dollar Movie;2012;200803;78;1050;1467;2;3;5.3;3000000
Blackthorn;2011;199652;3;1503;1950;3;0;6.6;
Sherrybaby;2006;198407;38;671;774;1;1;6.6;2000000
Code 46;2003;197148;187;952;1176;2;0;6.3;7500000
The Heart of Me;2002;196067;5;1176;1251;2;3;6.7;7000000
I Want Someone to Eat Cheese With;2006;194568;522;1758;2179;4;0;6.2;1500000
The Puffy Chair;2005;192467;157;1064;1064;2;0;6.6;15000
November;2004;191309;7;699;1008;1;1;5.5;150000
The Nutcracker in 3D;2010;190562;96;2327;2728;4;0;4.4;90000000
Stonewall;2015;186354;776;25719;26176;9;0;4.5;13500000
The Big Tease;1999;185577;8;1825;2805;4;1;6.3;4000000
Amigo;2010;183490;407;53;60;1;0;5.8;1700000
Stolen;2012;183125;165;13340;14978;8;1;5.5;35000000
The Lucky Ones;2008;183088;168;1348;2243;3;0;7;15000000
Pink Flamingos;1972;180483;0;710;760;1;2;6.1;10000
Go for It!;2011;178739;29;1541;1668;3;0;3.9;2450000
Sugar Town;1999;177840;99;1579;1987;3;2;6.1;250000
Breakfast of Champions;1999;175370;18;14748;17417;8;1;4.6;12000000
The Business of Fancydancing;2002;174682;18;247;314;1;0;6.9;200000
Fuel;2008;173783;9;1115;1252;2;0;7.6;2500000
My Name Is Bruce;2007;173066;0;1120;1238;2;1;6.3;1500000
Mercy Streets;2000;171988;16;1122;1281;2;1;5.6;600000
Escape from Tomorrow;2013;169719;13;1920;2483;4;0;5.2;
The Last Godfather;2010;163591;26;1674;2895;4;5;3.6;13400000
Modern Times;1936;163245;0;325;352;1;1;8.6;1500000
The Horse Boy;2009;155984;0;62;62;1;0;7.4;160000
Lonesome Jim;2005;154077;12000;1318;1440;7;0;6.6;500000
Welcome to the Rileys;2010;152857;26;17939;18236;8;3;7;
Deceptive Practice: The Mysteries and Mentors of Ricky Jay;2012;151389;0;470;483;1;0;7.1;500000
The Land Girls;1998;146083;2;1268;1378;2;3;6.3;
May;2002;145540;75;1608;2489;3;1;6.7;500000
Carlos            ;;145118;;957;1032;2;0;7.7;
Deterrence;1999;144583;37;1648;1983;3;0;6.5;800000
Once in a Lifetime: The Extraordinary Story of the New York Cosmos;2006;144431;10;114;118;1;0;7.3;1000000
Desert Dancer;2014;143653;10;939;1281;2;0;6;4000000
Chain Letter;2009;143000;26;1021;1495;2;0;4.1;5000000
Critical Care;1997;141853;0;2440;3099;5;2;6;12000000
Free Style;2008;140987;50;1889;2519;4;3;4.2;
Repo! The Genetic Opera;2008;140244;163;3352;4168;6;1;6.7;8500000
Baghead;2008;140016;157;1933;2016;3;0;6;
The Last Five Years;2014;137945;98;10862;10869;7;7;5.9;
Severance;2006;136432;76;1912;2217;3;0;6.6;5000000
Love Ranch;2010;134904;138;1905;3204;4;9;5.7;25000000
The Other Dream Team;2012;133778;6;31;44;1;1;8.4;500000
Edmond;2005;131617;216;2807;5761;6;1;6.3;10000000
Maggie;2015;131175;9;1442;1885;3;2;5.6;8500000
Dil Jo Bhi Kahey...;2005;129319;0;562;622;1;4;5.1;70000000
The Eclipse;2009;128937;0;966;975;2;0;6.2;
The Wendell Baker Story;2005;127144;387;8888;9608;7;4;5.5;8000000
Police Academy: Mission to Moscow;1994;126247;3;16963;17469;8;0;3.3;6200000
There Goes My Baby;1994;125169;11;1438;2272;3;2;6.4;10500000
Lovely Still;2008;124720;6;4940;4987;6;0;7.3;5000000
Six-String Samurai;1998;124494;4;36;36;1;1;6.7;2000000
The Masked Saint;2016;123777;28;851;1043;2;0;4.7;3500000
Centurion;2010;122288;197;14364;15293;8;0;6.4;
People I Know;2002;121972;3;14948;15612;8;3;5.5;22000000
It's All Gone Pete Tong;2004;120620;31;709;865;1;1;7.4;
Stolen Summer;2002;119841;18;2318;3901;5;1;6.5;1500000
Valley of the Heart's Delight;2006;118666;10;919;1064;2;7;6.6;2500000
Come Early Morning;2006;117560;781;892;1081;2;0;6.2;6000000
Wild Target;2010;117190;36;11097;11770;7;4;6.9;8000000
The Greatest;2009;115862;19;2014;2163;3;2;6.7;6000000
The Other End of the Line;2008;115504;8;1323;1739;2;2;6.2;14000000
Gentlemen Broncos;2009;113155;100;34274;34398;10;7;6.1;
All or Nothing;2002;112935;608;218;251;1;0;7.6;9000000
Lisa Picard Is Famous;2000;112521;165;2579;3258;5;1;5.7;
Burn;2012;111300;15;2;2;1;0;7.5;225000
The Woman Chaser;1999;110720;14;168;168;1;0;7.3;1200000
The Lost Skeleton of Cadavra;2001;110536;56;258;284;1;1;7;40000
Bran Nue Dae;2009;110029;3;130;225;1;7;6.3;6500000
Dinner Rush;2000;110000;34;667;1156;1;1;7.3;
Pathology;2008;108662;3;1866;3185;4;0;6;8000000
After.Life;2009;108229;0;15329;15860;8;1;5.9;4500000
Escobar: Paradise Lost;2014;106869;30;14342;14492;8;1;6.6;17000000
Road Hard;2015;105943;102;1408;2628;3;0;6.1;1500000
Bronson;2008;104792;0;27307;27507;9;0;7.1;
Human Traffic;1999;104257;8;1348;1430;2;2;7.1;2200000
Wristcutters: A Love Story;2006;104077;21;2607;4720;5;2;7.4;1000000
Winter Passing;2005;101228;9;19405;20009;9;4;6.4;3500000
Survival of the Dead;2009;101055;0;1408;1951;3;0;5;4000000
Freakonomics;2010;100675;4;1681;2305;3;0;6.4;3000000
Saint John of Las Vegas;2009;100669;0;34966;36885;10;1;5.8;3800000
The House of the Devil;2009;100659;243;2656;3833;5;0;6.4;900000
The Good Guy;2009;100503;0;2113;3124;4;2;5.9;8000000
Neal 'N' Nikki;2005;100358;0;559;602;1;2;3.3;1500000
A Lego Brickumentary;2014;100240;0;28;28;1;0;6.8;1000000
8: The Mormon Proposition;2010;99851;0;208;210;1;0;7.1;2500000
The Young and Prodigious T.S. Spivet;2013;99462;0;1587;1843;3;1;7.1;33000000
Desert Blue;1998;99147;204;2394;3207;5;3;6.2;2000000
Rubber;2010;98017;248;797;1498;2;0;5.8;500000
D.E.B.S.;2004;96793;23;5416;6380;6;3;5.3;3500000
Hardflip;2012;96734;74;261875;263584;10;3;5.6;1000000
Motherhood;2009;92900;8;2388;3146;5;1;4.7;5000000
I Spit on Your Grave;2010;92401;68;1454;2423;3;0;6.3;2000000
The Salon;2005;92362;7;1911;3138;4;7;4.3;1500000
Mean Machine;2001;92191;0;27798;29325;9;1;6.5;2500000
Carriers;2009;90820;10;3946;4368;6;0;6;
The Best Offer;2013;85433;911;5466;5954;6;2;7.8;13500000
My Date with Drew;2004;85222;16;125;163;1;0;6.6;1100
51 Birch Street;2005;84689;0;0;0;1;2;7.5;
Blood Done Sign My Name;2010;82739;11;1882;4579;5;0;6.7;
Water & Power;2013;79043;12;1331;2241;3;0;6.3;
Middle of Nowhere;2012;78030;151;2305;3021;5;2;6.5;200000
The Innkeepers;2011;77501;243;1171;1252;2;0;5.5;750000
Breaking Upwards;2009;76382;38;754;1546;2;2;6.2;15000
An Everlasting Piece;2000;75078;272;1256;1403;2;4;6.3;14000000
Manderlay;2005;74205;3000;4005;4211;6;1;7.4;14200000
Fort McCoy;2011;73678;27;2749;4374;5;1;5.9;3000000
The Midnight Meat Train;2008;73548;129;16000;18639;8;0;6.1;15000000
Eye of the Dolphin;2006;71904;0;1150;1491;2;1;5.7;2500000
Eulogy;2004;70527;0;12568;14656;7;6;6.7;6500000
Cavite;2005;70071;0;0;0;1;0;6.3;7000
Stiff Upper Lips;1998;69582;0;1196;1477;2;2;6.4;
The Messenger;2009;66637;38;13418;14462;7;0;7.2;6500000
Deadfall;2012;65804;24;26874;27575;9;1;6.3;12000000
Redacted;2007;65087;0;387;408;1;0;6.2;5000000
Among Giants;1998;64359;12;622;643;1;1;5.9;2500000
The Notebook;2004;64286;415;34183;34495;10;0;7.9;29000000
Aberdeen;2000;64148;19;846;846;1;0;7.3;6500000
Renaissance;2006;63260;2;1180;1185;2;0;6.7;14000000
Creative Control;2015;62480;4;767;928;1;1;5.5;1000000
Cheap Thrills;2013;59379;3;4289;4729;6;3;6.8;200000
Down and Out with the Dolls;2001;58936;0;315;318;1;0;6.1;1200000
Trust;2010;58214;0;847;916;1;0;7;9500000
The Young Unknowns;2000;58163;0;2007;2359;4;0;4.2;
The Road;2009;56692;214;22000;23566;9;2;7.3;25000000
Beyond the Black Rainbow;2010;56129;22;577;645;1;1;6.1;1100000
Harvard Man;2001;56007;56;5683;6776;6;3;4.9;5500000
Regression;2015;54734;448;10398;10982;7;1;5.7;
Lucky Break;2001;54606;11;1958;2440;4;0;6.2;6000000
10th & Wolf;2006;53481;53;1968;2512;4;5;6.4;8000000
Aloft;2014;52961;43;254;326;1;1;5.3;8000000
Finishing the Game: The Search for a New Bruce Lee;2007;52850;681;554;734;2;0;6.2;500000
Trucker;2008;52166;7;88492;89263;10;3;6.7;2000000
The Chumscrubber;2005;49526;3;1843;2119;3;1;7;6800000
The Canyons;2013;49494;261;2220;2862;4;0;3.9;250000
The Perfect Host;2010;48430;11;1012;1452;2;1;6.8;500000
Interview with the Assassin;2002;47329;168;201;243;1;0;6.6;750000
Margaret;2011;46495;50;14338;14638;8;1;6.5;14000000
Ca$h;2010;46451;0;27264;27756;9;2;6;7000000
Shotgun Stories;2007;45661;337;89;114;1;0;7.3;
Raging Bull;1980;45250;17000;22750;23008;10;1;8.3;18000000
The Bridge of San Luis Rey;2004;42880;6;23052;23769;9;3;5.1;24000000
Blood Ties;2013;41229;0;16705;18442;8;6;6.5;25500000
The FP;2011;40557;32;1503;2046;3;0;5.6;60000
First Love Last Rites;1997;40542;37;579;751;1;0;5.5;300000
Just Looking;1999;39852;700;980;1030;2;1;6.7;3000000
Dracula: Pages from a Virgin's Diary;2002;39659;126;21;21;1;1;7;1600000
Defendor;2009;37606;89;2005;2658;4;0;6.8;3500000
Rudderless;2014;37440;0;1647;1986;3;1;7.5;5000000
Incident at Loch Ness;2004;36830;87;194;256;1;0;6.6;1400000
Surfer Dude;2008;36497;0;12325;14599;7;0;4.7;6000000
Not Cool;2014;35688;247;616;954;1;4;5.1;600000
I Love You Don't Touch Me!;1997;33598;12;521;623;1;1;5.4;
Mean Streets;1973;32645;17000;23280;23737;10;0;7.4;500000
Sisters in Law;2005;32631;0;2;2;1;1;7.5;
Kiss the Bride;2007;31937;6;1047;2310;3;3;5.7;500000
Operation Chromite;2016;31662;32;14110;14133;8;1;6.8;12620000
Happy Christmas;2014;30084;217;11411;11642;7;3;5.6;70000
Time to Choose;2015;29233;117;24;24;1;0;7;3500000
The Son of No One;2011;28870;68;31642;32814;10;5;5.1;15000000
Salvation Boulevard;2011;27445;3;549;561;1;5;5.3;9000000
Redemption Road;2010;27012;535;2254;3586;5;4;5.9;
Spy Game;2001;26871;12000;11884;12499;8;2;7;92000000
The Sweeney;2012;26345;63;3422;4810;6;4;6.1;3000000
Kill List;2011;26297;214;1016;1269;2;0;6.3;500000
Fabled;2002;25918;0;285;312;1;0;5.8;
Pink Ribbons Inc.;2011;24784;4;0;0;1;0;7.4;1200000
The Exploding Girl;2009;24705;2;1054;1054;2;0;6.3;
The Butterfly Effect;2004;23947;19;9731;12755;7;0;7.7;13000000
The Last Days on Mars;2013;23838;7;2078;2271;4;0;5.5;7000000
Lake of Fire;2006;23807;194;105;105;1;0;8.3;
Arnolds Park;2007;23616;0;63;85;1;4;5.6;600000
Dear Wendy;2004;23106;346;1961;2572;4;0;6.6;50000000
Good;2008;23091;6;10531;11091;7;1;6.2;15000000
Poultrygeist: Night of the Chicken Dead;2006;23000;365;1321;1411;3;0;6.2;500000
